# %ECSV 1.0
# ---
# datatype:
# - {name: Buid, datatype: string}
# - {name: 'ROI #', datatype: int64}
# - {name: 'CellID #', datatype: int64}
# - {name: 'Barcode #', datatype: int64}
# - {name: id, datatype: int64}
# - {name: zcentroid, datatype: float32}
# - {name: xcentroid, datatype: float32}
# - {name: ycentroid, datatype: float32}
# - {name: sharpness, datatype: float32}
# - {name: roundness1, datatype: float32}
# - {name: roundness2, datatype: float32}
# - {name: npix, datatype: int64}
# - {name: sky, datatype: float32}
# - {name: peak, datatype: float32}
# - {name: flux, datatype: float32}
# - {name: mag, datatype: float32}
# schema: astropy-2.0
Buid "ROI #" "CellID #" "Barcode #" id zcentroid xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
8f404f42-7059-4d3c-b33e-737868fb59dd 5 0 27 32 14.41198 113.51548 365.1856 0.45 4.0967045 0.45 36 0.0 976.5322 19530.645 -10.726791
cc84a40a-a346-4e8c-8a40-e5e8c771077e 5 0 27 33 13.277714 203.70284 397.91647 0.30416667 5.1853104 0.30416667 73 0.0 4856.7793 97135.586 -12.468446
ba132490-6161-4114-8fe8-3003c42eb25d 5 0 27 34 15.64658 21.829752 328.7742 0.36666667 3.476493 0.36666667 22 0.0 911.28656 18225.73 -10.651712
3394b5f8-53bd-45e9-b06d-4ec8b987b395 5 0 27 35 16.31827 4.5274954 337.84454 0.4 3.578801 0.4 24 0.0 873.2337 17464.674 -10.605401
87902d52-c662-4841-976c-8423f12fc9f6 5 0 27 36 15.422905 3.9569075 344.80048 0.25333333 3.3106885 0.25333333 19 0.0 1005.7982 20115.963 -10.758852
66f7aadd-da8e-4beb-9788-ef015392bae3 5 0 27 37 15.424215 3.8914025 344.99835 0.6296296 3.1901915 0.6296296 17 0.0 1033.467 20669.342 -10.788317
c0c181d4-7bb1-4980-ac2d-c84966f961eb 5 0 27 38 15.730672 100.62991 41.51812 0.46666667 5.433674 0.46666667 84 0.0 2696.613 53932.26 -11.829621
cf98263f-512e-41c8-bef8-a173ea4128b9 5 0 27 39 16.264648 135.33157 127.48872 0.4888889 4.3801064 0.4888889 44 0.0 1356.3811 27127.623 -11.083529
251ae23f-fc32-44f9-a1f7-0230c4f06506 5 0 27 40 15.637391 294.81216 127.08634 0.48809522 5.3902025 0.48809522 82 0.0 1704.627 34092.54 -11.331649
4c8b2bb3-bbf9-45ee-ab49-c734066d01d4 5 0 27 41 15.886313 205.51953 187.51521 0.5555556 3.3677807 0.5555556 20 0.0 911.7293 18234.586 -10.65224
e6e705b0-2370-48e7-8093-59c6357fd3fe 5 0 27 42 15.99989 205.48592 187.14305 0.3265306 4.5090065 0.3265306 48 0.0 949.9784 18999.568 -10.696859
796303fb-2b40-403c-958c-d07d3fd26c44 5 0 27 43 15.0 4.2578783 337.29752 0.42222223 3.3106885 0.42222223 19 0.0 902.1921 18043.842 -10.640822
730986cf-7664-4109-9f71-5c61daf98cbb 5 0 27 44 15.687062 25.415567 371.523 0.37777779 4.0193896 0.37777779 34 0.0 890.7646 17815.291 -10.626983
d3980d7c-575d-4156-81da-9a85bf3dd0d3 5 0 27 45 17.59698 6.2838755 331.54428 0.41333333 3.897514 0.41333333 31 0.0 937.8883 18757.768 -10.682953
cc50638f-7504-4128-9cef-9f74b39b7642 5 0 27 46 17.60386 479.78036 94.89812 0.51785713 5.4976053 0.51785713 87 0.0 1287.548 25750.959 -11.026983
5f6f5085-4a04-4f5b-bbb0-68145f39c443 5 0 27 47 17.881863 292.82187 137.47417 0.5409091 7.6888156 0.5409091 238 0.0 2993.195 59863.9 -11.942912
